1, 2 
1, 6 
1, 12 
1, 21 
1, 31 
1, 42 
1, 51 
1, 65 
1, 80 
1, 91 
1, 110 
1, 121 
1, 135 
1, 146 
1, 157 
1, 171 
1, 187 
1, 204 
1, 218 
1, 237 
1, 251 
1, 269 
1, 281 
1, 295 
1, 306 
1, 333 
1, 347 
1, 361 
1, 377 
1, 391 
1, 403 
1, 422 
1, 443 
1, 458 
1, 469 
1, 485 
1, 500 
1, 516 
1, 529 
1, 546 
1, 562 
1, 574 
1, 589 
1, 620 
1, 632 
1, 644 
1, 659 
1, 673 
1, 686 
1, 702 
1, 716 
1, 731 
1, 747 
1, 761 
1, 794 
1, 808 
1, 837 
1, 850 
1, 867 
1, 881 
1, 896 
1, 911 
1, 924 
1, 936 
1, 954 
1, 967 
1, 987 
1, 1000 
1, 1020 
1, 1035 
1, 1047 
1, 1076 
1, 1094 
1, 1122 
1, 1136 
1, 1156 
1, 1191 
1, 1207 
1, 1249 
1, 1266 
1, 1282 
1, 1295 
1, 1311 
1, 1332 
1, 1349 
1, 1366 
1, 1384 
1, 1405 
1, 1419 
1, 1435 
1, 1454 
1, 1471 
1, 1486 
1, 1500 
1, 1516 
1, 1533 
1, 1551 
1, 1569 
1, 1586 
1, 1618 
2, 2 
2, 6 
2, 12 
2, 21 
2, 30 
2, 39 
2, 48 
2, 58 
2, 73 
2, 84 
2, 101 
2, 112 
2, 125 
2, 135 
2, 145 
2, 157 
2, 170 
2, 189 
2, 216 
2, 231 
2, 245 
2, 259 
2, 272 
2, 285 
2, 304 
2, 317 
2, 332 
2, 345 
2, 365 
2, 376 
2, 397 
2, 409 
2, 420 
2, 449 
2, 464 
2, 477 
2, 489 
2, 503 
2, 517 
2, 532 
2, 547 
2, 562 
2, 578 
2, 590 
2, 602 
2, 627 
2, 645 
2, 660 
2, 674 
2, 691 
2, 705 
2, 718 
2, 733 
2, 752 
2, 767 
2, 793 
2, 809 
2, 839 
2, 851 
2, 866 
2, 884 
2, 902 
2, 918 
2, 934 
2, 947 
2, 977 
2, 994 
2, 1010 
2, 1026 
2, 1043 
2, 1063 
2, 1081 
2, 1095 
2, 1107 
2, 1123 
2, 1139 
2, 1158 
2, 1175 
2, 1190 
2, 1227 
2, 1240 
2, 1276 
2, 1292 
2, 1313 
2, 1329 
2, 1345 
2, 1389 
2, 1406 
2, 1422 
2, 1439 
2, 1468 
2, 1489 
2, 1505 
2, 1519 
2, 1541 
2, 1555 
2, 1570 
2, 1587 
2, 1605 
2, 1623 
3, 2 
3, 6 
3, 13 
3, 20 
3, 30 
3, 38 
3, 48 
3, 60 
3, 71 
3, 88 
3, 107 
3, 117 
3, 128 
3, 141 
3, 153 
3, 170 
3, 196 
3, 208 
3, 219 
3, 233 
3, 244 
3, 258 
3, 271 
3, 284 
3, 297 
3, 311 
3, 324 
3, 338 
3, 350 
3, 365 
3, 390 
3, 403 
3, 417 
3, 435 
3, 456 
3, 471 
3, 501 
3, 516 
3, 532 
3, 548 
3, 561 
3, 574 
3, 586 
3, 601 
3, 618 
3, 631 
3, 650 
3, 663 
3, 680 
3, 699 
3, 717 
3, 736 
3, 762 
3, 774 
3, 789 
3, 803 
3, 823 
3, 858 
3, 873 
3, 885 
3, 899 
3, 913 
3, 938 
3, 953 
3, 969 
3, 984 
3, 999 
3, 1011 
3, 1025 
3, 1055 
3, 1068 
3, 1081 
3, 1094 
3, 1110 
3, 1123 
3, 1137 
3, 1154 
3, 1168 
3, 1182 
3, 1203 
3, 1217 
3, 1232 
3, 1247 
3, 1266 
3, 1280 
3, 1311 
3, 1324 
3, 1340 
3, 1360 
3, 1379 
3, 1394 
3, 1410 
3, 1426 
3, 1443 
3, 1459 
3, 1476 
3, 1516 
3, 1531 
3, 1548 
3, 1564 
4, 2 
4, 6 
4, 13 
4, 21 
4, 29 
4, 40 
4, 53 
4, 65 
4, 75 
4, 91 
4, 115 
4, 125 
4, 139 
4, 152 
4, 164 
4, 174 
4, 188 
4, 200 
4, 215 
4, 234 
4, 248 
4, 259 
4, 273 
4, 286 
4, 299 
4, 312 
4, 328 
4, 344 
4, 363 
4, 392 
4, 420 
4, 432 
4, 443 
4, 457 
4, 475 
4, 488 
4, 500 
4, 512 
4, 530 
4, 543 
4, 553 
4, 565 
4, 578 
4, 593 
4, 612 
4, 644 
4, 656 
4, 672 
4, 688 
4, 707 
4, 720 
4, 734 
4, 748 
4, 767 
4, 781 
4, 800 
4, 830 
4, 846 
4, 858 
4, 877 
4, 890 
4, 921 
4, 933 
4, 952 
4, 980 
4, 996 
4, 1012 
4, 1027 
4, 1040 
4, 1066 
4, 1081 
4, 1097 
4, 1109 
4, 1141 
4, 1156 
4, 1173 
4, 1187 
4, 1199 
4, 1212 
4, 1229 
4, 1266 
4, 1279 
4, 1295 
4, 1310 
4, 1323 
4, 1343 
4, 1357 
4, 1375 
4, 1391 
4, 1412 
4, 1431 
4, 1449 
4, 1463 
4, 1480 
4, 1497 
4, 1518 
4, 1535 
4, 1554 
4, 1576 
4, 1590 
5, 2 
5, 6 
5, 12 
5, 20 
5, 29 
5, 41 
5, 49 
5, 64 
5, 79 
5, 95 
5, 111 
5, 125 
5, 138 
5, 150 
5, 166 
5, 180 
5, 196 
5, 209 
5, 227 
5, 253 
5, 267 
5, 277 
5, 292 
5, 303 
5, 315 
5, 329 
5, 342 
5, 370 
5, 385 
5, 402 
5, 415 
5, 435 
5, 453 
5, 480 
5, 491 
5, 503 
5, 526 
5, 539 
